1, <b>{Dice~1d6+1}</b> [~Creatures.Humanoid] smuglers. [Transport] [NPC] 
1, Spawning [~Miscellaneous.Color] fish. 
1, Swollen section of river. 
1, Toll collector, legitimate. [NPC] 
1, [~Creatures.Humanoid2] tracks on bank (<b>{Dice~1d20}</b> hours old). [ENC Road Civilized.Transport] 
1, [~Creatures.Start] tracks on bank (<b>{Dice~1d20}</b> hours old). 
1, Tree swing over river. 
1, Two ships or boats in combat. [~Creatures.Humanoid2] vs [~Creatures.Humanoid2]. [NPC] [NPC] 
1, Wealthy citizen in rowboat, with <b>{Dice~1d3}</b> rower(s). [NPC]
1, Wealthy citizen in luxuous barge with <b>{Dice~1d7+3}</b> [~Creatures.Humanoid2] sailors and guards. [NPC] 
1, Young noble and <b>{Dice~1d10+1}</b> [~Creatures.Humanoid2] guards as an escort.<br><br><u>Noble Household Name</u>: [Noble Household Names.Start]<br> [Transport] [NPC] 
1, Young noble and <b>{Dice~1d4+1}</b> [~Creatures.Humanoid2] friends as an escort.<br><br><u>Noble Household Name</u>: [Noble Household Names.Start]<br> [Transport] [NPC] 
1, Young person in a barge or raft. [CargoOnly] [NPC] 
1, Young wizard-apprentice on errand with his [~Creatures.Familiar] familiar. [Transport] [NPC] 

;Rare
1, |Number={Dice~1d6+1}|<b>%Number%</b> Adventurers. [Transport] {Loop~%Number%, [NPCAdventurers]} 
1, Border patrol tower with <b>{Dice~2d20+5}</b> [~Creatures.Humanoid2] guards. [Transport][NPC]
1, Bridge, stone (damaged).
1, Carnivorous lily pads (<b>{Dice~1d6+1}</b>).
1, Crumbled cliff face blocking river.
1, <u>Dream</u>: One of the PC receives this dream.<br><br>[Dreams.Dreams]
1, Famous person. [Transport] [NPC]
1, Floating corpse. (<b>{Dice~1d6}</b> day(s) old) [NPC] 
1, Hot springs, water steams.
1, Military patrol (<b>{Dice~1d100+10}</b> [~Creatures.Humanoid2] soldiers). [Transport][NPC]
1, Noble, <b>{Dice~1d6+1}</b> [~Creatures.Humanoid2] retainers, and <b>{Dice~1d20+3}</b> [~Creatures.Humanoid2] guards as an escort.<br><br><u>Noble Household Name</u>: [Noble Household Names.Start]<br> [Transport] [NPC] 
1, Playful creatures, throwings nuts or pine cones at passersby. 
1, Rope pulley and carriage stuck in water (abandoned and empty).
1, Rope pulley and carriage stuck in water (abandoned). [CargoOnly]
1, Royalty, <b>{Dice~2d6+2}</b> [~Creatures.Humanoid2] retainers, and <b>{Dice~2d20+6}</b> [~Creatures.Humanoid2] guards as an escort.<br><br><u>Noble Household Name</u>: [Noble Household Names.Start]<br> [Transport] [NPC] 
1, Runaway or stowaway aboard PC's boat.
1, Sailing Ship, partially sunk. [CargoOnly]
1, Sailing Ship, partially sunk. <b>{Dice~1d20+3}</b> [~Creatures.Humanoid2] dead bodies.[CargoOnly]
1, Sharpened poles under water (DC<b>{Dice~1d15+10}</b> or boat is stuck and badly damaged). 
1, Small cliff with partially submerged cave filled with bats. 
1, Sunken village on banks. 
1, Sylvan race, bathing or fishing. 
1, Tinker.[Transport][NPC] 
1, Toll collector, false. [NPC] 
1, [~Creatures.Humanoid2] tracks on bank (<b>{Dice~1d6}</b> days old). [ENC Road Civilized.Transport] 
1, [~Creatures.Start] tracks on bank (<b>{Dice~1d6}</b> days old). 
1, Treant stuck on a small island. 
1, Warning sign. 
1, Young female noble and [~Creatures.Humanoid2] maid.<br><br><u>Noble Household Name</u>: [Noble Household Names.Start]<br> [Transport] [NPC] 

# ---------------------------------------------------------------------------

:Merchant
1,<br><u>Cargo</u>: [Cargo]<br>[NPC]

:CargoOnly
1,<br><u>Cargo</u>: [Cargo]<br>

;!Cargo
10,Barrels of [~Barrel and Jar Contents.Generate].
5,Barrels of [~Barrel and Jar Contents.Generate] and [~Barrel and Jar Contents.Generate].
10,Crates of [~Crate and Wagon Contents.Generate].
5,Crates of [~Crate and Wagon Contents.Generate] and [~Crate and Wagon Contents.Generate].
5,Crates of [~Crate and Wagon Contents.Generate] and Barrels of [~Barrel and Jar Contents.Generate].
5,Bundles of Cloth (<b>[Miscellaneous.Cloth]</b>).
2,<b>{Dice~1d4+1}</b> [~Creatures.Humanoid2] prisoners and one [~Creatures.Humanoid].
1,<b>{Dice~2d10+2}</b> [~Creatures.Humanoid2] slaves.
5,<b>{Dice~1d6+1}</b> [~Creatures.Humanoid2] passengers and [Cargo]

# ---------------------------------------------------------------------------

:NPC
1,<br><br><hr><br>[NPC Appearance.Generate]

:NPCForeign
1,<br><br><hr><br>[NPC Appearance.Generate2]

:NPCAdventurers
1,<br><br><hr><br>[NPC Appearance.Generate3]

# ---------------------------------------------------------------------------

:Transport
1,<br><u>Mode of Transportaton</u>: [TransportMode]

:Transport2
1,<br><u>Mode of Transportaton</u>: [TransportMode-30]

;TransportMode
25,Rowboat (may have <b>{Dice~1d2}</b> extra sailors).
5,In a crude barge of raft (may have <b>{Dice~1d4+1}</b> extra sailors).
10,In a barge or raft with rudder and poles (may have <b>{Dice~1d4+1}</b> extra sailors).
25,In a barge or raft (may have <b>{Dice~1d4+1}</b> extra sailors).
25,Sailing Ship (may have <b>{Dice~2d20+5}</b> extra sailors)..
5,Riding a flying creature (<b>[Creatures.FlyingTransport]</b>).
1,Magical Flying Item (<b>[Magical Items.VehicleFlying]</b>).
1,Magical Water Vehicle (<b>[Magical Items.VehicleWater]</b>).

