:Start
44, Giant slayer 
92, Wand of binding
45, Clamoured studded leather 
93, Wand of enemy detection
46, Helm of teleportation 
94, Wand of fear
47, Horn of blasting 
95, Wand of fireballs
48, Horn of Valhalla (silver or brass) 
96, Wand of lightning bolts
49, Instrument of the bards (Canaith mandolin) 
97, Wand of paral ys is
50, Instrument ofthe bards (Cii lyre) 
98, Wand of the war mage, +2
51, loun stone (awareness) 
99, Wand of wonder
52, loun stone (protection) 
100, Wings of flying
53, loun stone (reserve)

:itemf
1, and [tablef]
2, [tablef], and [tablef]
3, [tablef], [tablef], and [tablef]
4, [tablef], [tablef], [tablef], and [tablef]

:!tablef
01-15, Weapon, +1
16-18, Shield,+ 1
19-21, Sentinel shield
22-23, Amulet of proof against detection and location
24-25, Boots of elvenkind
26-27, Boots of striding and springing
28-29, Bracers of archery
30-31, Brooch of shielding
32-33, Broom of flying
34-35, Cloak of elvenkind
36-37, Cloak of protection
38-39, Gauntlets of ogre power
40-41, Hat of disguise
42-43, Javelin of lightning
44-45, Pearl of power
46-47, Rod of the pact keeper, + 1
48-49, Slippers of spider climbing
50-51, Staff of the adder
52-53, Staff of the python
54-55, Sword of vengeance
56-57, Trident of fish command
58-59, Wand of magic missiles
60-61, Wand of the war mage, + 1
62-63, Wand of web
64-65, Weapon of warning
66, Adamantine armor (chain mail)
67, Adamantine armor (chain shirt)
68, Adamantine armor (scale mail)
69, Bag of tricks (gray)
70, Bag of tricks (rust)
71, Bag of tricks (tan)
72, Boots of the winterlands
73, Circlet of blasting
74, Deck of illusions
75, Eversmoking bottle
76, Eyes of charming
77, Eyes of the eagle
78, Figurine of wondrous power (silver raven)
79, Gem of brightness
80, Gloves of missile snaring
81, Gloves of swimming and climbing
82, Gloves of thievery
83, Headband of intellect
84, Helm of telepathy
85, Instrument of the bards (Doss lute)
86, Instrument of the bards (Fochlucan bandore)
87, Instrument of the bards (Mac-Fuimidh cittern)
88, Medallion of thoughts
89, Necklace of adaptation
90, Periapt of wound closure
91, Pipes of haunting
92, Pipes of the sewers
93, Ring of jumping
94, Ring of mind shielding
95, Ring of warmth
96, Ring of water walking
97, Quiver of Ehlonna
98, Stone of good luck
99, Wind fan
100, Winged boots

:itemc
1, and [tablec]
2, [tablec], and [tablec]
3, [tablec], [tablec], and [tablec]
4, [tablec], [tablec], [tablec], and [tablec]

:!tablec
01-15, Potion of superior healing
16-22, Spell scroll (4th level)
23-27, Ammunition, +2
28-32, Potion of clairvoyance
33-37, Potion of diminution
38-42, Potion of gaseous form
43-47, Potion of frost giant strength
48-52, Potion of stone giant strength
53-57, Potion of heroism
58-62, Potion of invulnerability
63-67, Potion of mind reading
68-72, Spell scroll (5th level)
73-75, Elixir of health
76-78, Oil of etherealness
79-81, Potion of fire giant strength
82-84, Quaal's feather token
85-87, Scroll of protection
88-89, Bag of beans
90-91, Bead of force
92, Chime of opening
93, Decanter of endless water
94, Eyes of minute seeing
95, Folding boat
96, Heward's handy haversack
97, Horseshoes of speed
98, Necklace of fireballs
99, Periapt of health
100, Sending stones

:itemb
1, and [tableb]
2, [tableb], and [tableb]
3, [tableb], [tableb], and [tableb]
4, [tableb], [tableb], [tableb], and [tableb]

:!tableb
01-15, Potion of greater healing
16-22, Potion of fire breath
23-29, Potion of resistance
30-34, Ammunition , +1
35-39, Potion of animal friendship
40-44, Potion of hill giant strength
45-49, Potion of growth
50-54, Potion of water breathing
55-59, Spell scroll (2nd level)
60-64, Spell scroll (3rd leve l)
65-67, Bag of holding
68-70, Keoghtom's ointment
71-73, Oil of slipperiness
74-75, Dust of disappearance
76-77, Dust ·of dryness
78-79, Dust of sneezing and choking
80-81, Elemental gem
82-83, Philter of love
84, Alchemy jug
85, Cap of water breathing
86, Cloak of the manta ray
87, Driftglobe
88, Goggles of night
89, Helm of comprehending languages
90, Immovable rod
91, Lantern of revealing
92, Mariner's armor
93, Mithral armor
94, Potion of poison
95, Ring of swimming
96, Robe of useful items
97, Rope of climbing
98, Saddle of the cavalier
99, Wand of magic detection
100, Wand of secrets

:itema
1, and [tablea]
2, [tablea], and [tablea]
3, [tablea], [tablea], and [tablea]
4, [tablea], [tablea], [tablea], and [tablea]
5, [tablea], [tablea], [tablea], [tablea], and [tablea]
6, [tablea], [tablea], [tablea], [tablea], [tablea], and [tablea]

:!tablea
01-50, Potion of healing
51-60, Spell scroll (cantrip)
61-70, Potion of climbing
71-90, Spell scroll (1st level)
91-94, Spell scroll (2nd level)
95-98, Potion of greater healing
99, Bag of holding
100, Driftglobe

:treasure4
01-30, {Dice~5d6} cp
31-60, {Dice~4d6} sp
71-95, {Dice~3d6} gp
96-100, {Dice~1d6} pp
